Region,Instance ID,Instance Name,Instance Type,State,Public IP,Private IP,Launch Time
us-west-2,i-083de913e773a4987,NA33Agent,r5.large,running,35.165.47.28,172.31.1.159,2024-06-23 08:02:47+00:00
us-west-2,i-03c502f342e49da75,na3-agent,m5.large,running,54.214.168.85,172.31.1.224,2024-03-31 08:24:47+00:00
us-west-2,i-0c7e27d72ddc36294,na53.autorabit.com,r5.xlarge,running,54.71.22.71,172.31.5.29,2024-05-19 07:12:48+00:00
us-west-2,i-023596a729f1781e5,na59.autorabit.com,r5.4xlarge,running,44.227.164.3,172.31.0.164,2024-04-14 07:51:23+00:00
us-west-2,i-04f9904033d00ba9d,ncino3.autorabit.com,r5.2xlarge,running,54.68.132.108,172.31.3.20,2024-05-12 07:52:46+00:00
us-west-2,i-0641fb65ddeb9397c,na11-agent,m5.large,running,44.230.48.150,172.31.7.143,2024-04-07 07:59:58+00:00
us-west-2,i-0676a65dca78da2df,ns21-agent,r5.large,running,52.37.47.149,172.31.3.231,2024-04-14 08:12:51+00:00
us-west-2,i-035f0b50b12da07db,na9-agent.autorabit.com,r5.xlarge,running,34.216.172.52,172.31.15.173,2024-01-21 05:42:40+00:00
us-west-2,i-0e7f9df6e29136d6d,NA7-agent,r5.large,running,52.11.229.33,172.31.12.65,2024-08-02 04:50:41+00:00
us-west-2,i-00bfbfe3d82e6c0ef,na27-agent.autorabit.com,r5.large,running,35.165.29.245,172.16.0.174,2024-04-07 08:45:25+00:00
us-west-2,i-061507e1a09748f8f,login-agent,r5.large,running,54.184.88.58,172.31.15.232,2024-04-14 08:06:46+00:00
us-west-2,i-0ed8c6ee813e061e2,na23-agent.autorabit.com,r5.large,running,44.233.145.232,172.31.3.42,2024-06-23 08:29:35+00:00
us-west-2,i-09d67abafe92811e9,na35-agent,r5.xlarge,running,35.155.103.69,172.31.2.75,2024-06-02 07:33:06+00:00
us-west-2,i-01646c259ab8c9bed,na39-agent.autorabit.com,r5.xlarge,running,54.188.112.203,172.31.10.128,2024-06-23 07:59:14+00:00
us-west-2,i-0f9de8d1ed7d13c57,na41-agent,m5.large,running,54.202.157.123,172.31.1.130,2024-06-02 07:47:56+00:00
us-west-2,i-0aafc7c694b077ed0,na49-agent,r5.large,running,52.10.147.252,172.31.10.129,2024-03-31 08:41:38+00:00
us-west-2,i-0ef43a168e1686e28,na53-agent,r5.large,running,54.201.139.46,172.31.14.254,2024-03-31 08:10:42+00:00
us-west-2,i-0034230d48d014933,rodanandfields-agent,r5.large,running,54.184.101.24,172.16.0.104,2024-05-12 02:55:13+00:00
us-west-2,i-02e01450c53ec8012,login.autorabit.com,r5.2xlarge,running,54.200.10.221,172.31.11.18,2024-06-02 07:08:47+00:00
us-west-2,i-02b3845e77435cd9a,elk.autorabit.com,t2.small,running,100.20.123.33,172.31.4.147,2023-09-25 19:28:21+00:00
us-west-2,i-0b867eb1a1214b6fb,ns21-agent1,r5.large,running,54.185.42.84,172.31.2.17,2024-04-14 08:00:19+00:00
us-west-2,i-0e73a03fef6221bed,westmonroe-agent.autorabit.com,r5.large,running,54.184.227.60,172.31.12.124,2024-01-28 06:38:47+00:00
us-west-2,i-0a6c170fc005c5178,na51-agent.autorabit.com,t3.2xlarge,running,44.240.150.140,145.10.76.120,2024-02-03 03:34:47+00:00
us-west-2,i-018f3697a5bd17458,bcbsm-qa.autorabit.com,r5.xlarge,running,44.236.115.128,145.10.7.115,2024-07-03 02:48:23+00:00
us-west-2,i-06b1d6309e8f61595,na17-agent.autorabit.com,r5.large,running,52.12.56.62,172.31.15.0,2024-03-31 08:22:01+00:00
us-west-2,i-09cc386111affe9ba,na29-agent.autorabit.com,r5.xlarge,running,44.239.214.23,10.183.29.8,2024-04-07 08:19:19+00:00
us-west-2,i-03f7cf8b7a404bbed,bcbsm-agent.autorabit.com,r5.2xlarge,running,52.13.231.157,145.10.141.120,2023-11-12 05:25:48+00:00
us-west-2,i-038a20a7745830765,bcbsm-agent2.autorabit.com,r5.2xlarge,running,54.69.83.212,145.10.107.139,2023-11-12 05:26:35+00:00
us-west-2,i-09d492f63ca3802c1,na51-agent4.autorabit.com,t3.2xlarge,running,52.40.137.55,145.10.185.15,2024-02-03 03:37:49+00:00
us-west-2,i-03b18f3cba6a32b5a,na51-agent3.autorabit.com,t3.2xlarge,running,54.189.62.175,145.10.26.221,2024-02-03 03:39:10+00:00
us-west-2,i-0dc4fbf0bbd39c545,na51-agent2.autorabit.com,t3.2xlarge,running,44.231.193.202,145.10.42.34,2024-03-02 04:43:26+00:00
us-west-2,i-0087d1a2d434d2030,aligntech-test.autorabit.com,r5.xlarge,running,54.185.22.36,172.31.10.167,2024-01-12 11:06:34+00:00
us-west-2,i-03b2e4ef863fd57e9,signaturebank-agent.autorabit.com,r5.large,running,44.225.75.128,172.31.12.203,2024-08-29 04:42:15+00:00
us-west-2,i-02dd17b239d8a6d54,signaturebank.autorabit.com,r5.large,running,52.39.207.145,172.31.9.38,2024-08-29 04:51:49+00:00
us-west-2,i-0d750cb4bd55ef3eb,voya.autorabit.com,r5.2xlarge,running,52.26.87.246,10.253.5.114,2023-10-22 04:13:33+00:00
us-west-2,i-099b070891f53ea28,voyatest.autorabit.com,m5.large,running,100.20.57.126,10.253.5.102,2024-01-12 11:42:42+00:00
us-west-2,i-03976fd6dc6c6e02d,na47-agent1.autorabit.com,r5.large,running,44.232.156.156,172.31.41.56,2024-07-21 08:48:10+00:00
us-west-2,i-05b62dcf4147ef86f,coca-cola-agent.autorabit.com,r5.xlarge,running,44.235.167.203,172.31.47.79,2023-12-15 09:51:33+00:00
us-west-2,i-056a0b73e856acfe5,academicpartnerships-agent.autorabit.com,r5.large,running,100.21.110.229,172.31.41.252,2021-04-11 00:49:40+00:00
us-west-2,i-08901e922e3c5b6b2,AWSKafkaClient,t2.xlarge,running,34.216.160.254,10.0.0.5,2021-03-03 08:40:36+00:00
us-west-2,i-07f018241b0a3e780,qlik-preview-agent.autorabit.com,r5.large,running,35.83.33.149,10.240.13.64,2023-11-14 11:54:55+00:00
us-west-2,i-094f0b408435f0d96,qlik-preview.autorabit.com,r5.4xlarge,running,44.231.147.251,10.240.13.109,2023-11-14 11:00:49+00:00
us-west-2,i-0d9289ff8747dab70,Windows instance for testing,t3.large,running,34.221.252.222,172.31.12.176,2024-01-12 12:21:46+00:00
us-west-2,i-0345862598edfb57b,ci-agent-dockerhost,t3.medium,running,34.214.216.60,172.31.2.247,2021-10-04 02:11:50+00:00
us-west-2,i-07d6e5e14f62fbefa,cnb.autorabit.com,r5.2xlarge,stopped,34.213.54.247,172.31.25.21,2023-09-09 04:19:01+00:00
us-west-2,i-023eda53d9c7c5e02,na3-agent2.autorabit.com,r5.xlarge,running,44.240.31.64,172.31.14.233,2024-03-31 08:32:34+00:00
us-west-2,i-0740efda741075092,ANSIBLE-CONTROLLER,t2.xlarge,running,35.164.23.221,172.31.10.211,2022-02-23 15:05:17+00:00
us-west-2,i-0aafd5fd4ba4df433,anthem-qa.autorabit.com,m5.xlarge,running,54.187.244.236,145.10.113.109,2024-07-22 04:36:10+00:00
us-west-2,i-03393349468e76bce,na59-new-agent,m5.2xlarge,running,34.208.41.142,172.31.10.104,2024-04-14 07:54:48+00:00
us-west-2,i-0627d5b751cccaaba,na59-newagent2,m5.2xlarge,running,54.69.178.250,172.31.14.225,2024-04-14 07:54:46+00:00
us-west-2,i-015e85f1f351bb318,aligntech-newagent.autorabit.com,r5.xlarge,running,54.70.112.131,172.31.14.109,2023-11-27 16:14:11+00:00
us-west-2,i-07e0eece48de7cfb1,na45-agent.autorabit.com,r5.xlarge,running,34.212.3.131,172.31.4.238,2024-04-07 07:55:33+00:00
us-west-2,i-0a4d700558f6debf3,anthem-agent.autorabit.com,r5.2xlarge,running,50.112.172.241,145.10.165.49,2024-02-04 04:37:09+00:00
us-west-2,i-07d81869878e94d9d,ecfmg.autorabit.com,r5.4xlarge,running,54.149.34.6,172.31.14.146,2023-11-12 04:22:21+00:00
us-west-2,i-029d8ee3e3016e235,ecfmg-agent.autorabit.com,m5.2xlarge,running,44.227.133.94,172.31.0.176,2023-11-12 04:25:06+00:00
us-west-2,i-050f6f7e170ebef96,ecfmg-agent1.autorabit.com,m5.2xlarge,running,44.224.177.255,172.31.14.181,2023-11-12 03:56:41+00:00
us-west-2,i-0c0f0eca164b249a7,aligntech-test-agent.autorabit.com,r5.large,running,44.228.228.137,172.31.4.32,2024-01-12 11:15:40+00:00
us-west-2,i-0ae497314b3548755,na33-agent2,r5.xlarge,running,35.165.133.115,172.31.3.4,2024-06-23 08:05:29+00:00
us-west-2,i-0eff1f0c956555fd0,Support-sonar,m5.large,running,52.33.230.123,172.31.0.85,2023-01-05 15:54:06+00:00
us-west-2,i-026e590d62eacba96,tool&unility.autorabit.com,t2.large,running,35.84.118.184,172.31.22.252,2022-08-05 10:30:46+00:00
us-west-2,i-066a2399f48df7b6f,regionsbank-agent.autorabit.com,r5.xlarge,running,44.231.152.194,172.16.0.7,2024-04-22 04:01:22+00:00
us-west-2,i-07b9306191ec59660,regionsbank.autorabit.com,r5.xlarge,running,54.185.96.91,172.16.0.9,2024-04-22 04:25:50+00:00
us-west-2,i-0dc9fb9cd10ba7c57,cnb-agent.autorabit.com,r5.xlarge,stopped,54.68.187.67,172.31.22.26,2023-09-09 04:54:08+00:00
us-west-2,i-064730471b4d9cbd7,aligntech-agent2.autorabit.com,r5.2xlarge,running,35.155.194.187,172.31.11.4,2024-03-23 03:52:09+00:00
us-west-2,i-02a9b9a3fc8e3f70a,New_NTP-Server,t2.large,running,34.209.249.199,172.31.21.109,2023-05-03 12:25:47+00:00
us-west-2,i-09d0c218b26f90cf7,ubuntu22-agent-ntp,t2.micro,running,35.166.151.31,10.30.40.233,2023-07-09 04:23:57+00:00
us-west-2,i-0a3d730515f37b247,Regionstest.autorabit.com,t2.xlarge,running,34.215.208.87,172.16.0.8,2024-01-12 11:50:55+00:00
us-west-2,i-06a83c1cd0e6159ca,Regionstest-agent.autorabit.com,t3.large,running,54.191.59.157,172.16.0.4,2024-01-12 11:57:55+00:00
us-west-2,i-04c74a06dfb38f40f,Regionstest-db.autorabit.com,t3.large,running,54.70.197.73,172.16.0.5,2024-01-12 12:11:52+00:00
us-west-2,i-03a3f733559c0c107,na3-agent3.autorabit.com,r5.xlarge,running,52.89.159.54,172.31.10.10,2024-03-31 08:35:22+00:00
us-west-2,i-07a60c8a984f33a0a,cvstest-agent.autorabit.com29062023,r5.xlarge,running,52.42.187.112,145.10.81.236,2024-01-12 13:01:39+00:00
us-west-2,i-0599d90909a565842,cvstest.autorabit.com-29062023,r5.xlarge,running,35.81.58.1,145.10.148.246,2024-01-12 12:32:14+00:00
us-west-2,i-0a090d306f6186ada,catfpd.autorabit.com,r5.4xlarge,running,35.83.3.83,172.31.1.168,2024-06-29 14:55:54+00:00
us-west-2,i-0f836e6d835cdd247,catfpd-agent.autorabit.com,r5.xlarge,running,44.228.97.114,172.31.15.39,2024-06-29 13:08:31+00:00
us-west-2,i-0bdf4370889ded2c1,artifactory.autorabit.com,t2.xlarge,running,44.227.247.106,172.31.14.172,2024-08-12 07:17:25+00:00
us-west-2,i-0d68bcaaa4e7e711f,artifactory.autorabit.com,t2.large,running,35.93.250.34,172.31.42.11,2024-06-23 13:11:46+00:00
us-west-2,i-0c74b3d49ae11af4a,N/A,t4g.xlarge,running,N/A,172.30.14.229,2024-11-21 15:40:56+00:00
us-west-2,i-069232d622cd21f1c,platform-tmp-fleet2,t4g.large,running,N/A,172.30.14.246,2024-08-25 07:04:45+00:00
us-west-2,i-01156e9c9cb17a332,platform-tmp-fleet1,t4g.large,running,N/A,172.30.14.215,2024-08-25 07:04:44+00:00
us-west-2,i-0613c6ae14e2f15bf,N/A,t4g.xlarge,running,N/A,172.30.15.217,2024-11-21 15:45:08+00:00
